กลุ่มยา,ชื่อสามัญ,รูปแบบยา/ความแรง,ขนาดบรรจุ,รูปแบบยา,ความแรง,หน่วยความแรง,ขนาดบรรจุ,หน่วยขนาดบรรจุ,ราคากลาง(รวมภาษีมูลค่าเพิ่ม)(บาท),หมายเหตุ
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Bupivacaine hydrochloride,sterile sol 0.25% (20 ml),5,,,,,,599.2,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Bupivacaine hydrochloride,sterile sol 0.5% (10 ml),5,,,,,,465.45,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Bupivacaine hydrochloride,sterile sol 0.5% (20 ml),5,,,,,,652.7,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Bupivacaine hydrochloride,sterile sol 0.5% (4 ml),5,,,,,,668.75,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Calcium folinate (leucovorin calcium),sterile sol 10 mg/ml (5 ml),1,,,,,,352.03,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Carboplatin,sterile sol 10 mg/ml (45 ml),1,,,,,,1250.83,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cefalexin (Cephalexin),cap 250 mg,100,,,,,,163.71,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cefalexin (Cephalexin),cap 500 mg,100,,,,,,294.25,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cefalexin (Cephalexin),cap 500 mg,500,,,,,,1200.54,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cefalexin (Cephalexin),dry syr 125 mg/5ml (60 ml),1,,,,,,18.19,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cefoperazone sodium + Sulbactam sodium ,sterile pwdr 1000 + 500 mg,1,,,,,,760.77,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cefotaxime sodium,sterile pwdr 1 g,1,,,,,,18.19,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cefoxitin sodium,sterile pwdr 1 g,1,,,,,,97.37,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ceftazidime,sterile pwdr 1 g,1,,,,,,27.82,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,"Charcoal, activated",pwdr (50 g),1,,,,,,51.69,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Chloramphenicol ,ear drop 1% (5 ml),1 ขวด,,,,,,12.84,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Chlorpheniramine maleate ,sterile sol 10 mg/ml (1 ml),1,,,,,,2.25,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Chlorpheniramine maleate ,tab 4 mg,500,,,,,,29.96,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Chlorpromazine hydrochloride ,sterile sol 25 mg/ml (2 ml),1,,,,,,4.28,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Chlorpromazine hydrochloride ,tab 100 mg,500,,,,,,257.87,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Chlorpromazine hydrochloride ,tab 25 mg,1000,,,,,,214,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Chlorpromazine hydrochloride ,tab 50 mg,1000,,,,,,365.09,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ciprofloxacin hydrochloride ,tab 250 mg,100,,,,,,114.49,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ciprofloxacin hydrochloride ,tab 500 mg,100,,,,,,240.75,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Ciprofloxacin lactate ,sterile sol 2 mg/ml (100 ml),1,,,,,,48.15,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cisplatin ,sterile sol 1 mg/ml (50 ml),1,,,,,,447.26,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Clarithromycin,tab 250 mg,100,,,,,,710.48,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Clarithromycin,tab 500 mg,70,,,,,,940.53,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Clobetasol propionate ,cream 0.05% (5 g),1,,,,,,11.03,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Clobetasol propionate ,cream 0.05% (500 g),1,,,,,,250.38,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Clonazepam ,tab 0.5 mg,500,,,,,,250.06,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Clonazepam ,tab 2 mg,500,,,,,,550.09,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Clotrimazole ,lozenge 10 mg,500,,,,,,349.89,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Clotrimazole ,vaginal tab 100 mg,6,,,,,,11.03,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cyclophosphamide ,sterile pwdr 1 g,1,,,,,,422.65,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cyclophosphamide ,sterile pwdr 200 mg,1,,,,,,87.74,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cyclophosphamide ,tab 50 mg,50,,,,,,250.06,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Cyproheptadine hydrochloride ,tab 4 mg,1000,,,,,,140.07,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Desoximetasone (Desoxymethasone),cream 0.25% (300 g),1,,,,,,1273.3,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Dexamethasone ,sterile sol (as sodium phosphate or acetate) 4 mg/ml (1 ml),1,,,,,,5.35,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Dexamethasone ,sterile sol (as sodium phosphate or acetate) 5 mg/ml (1 ml),1,,,,,,5.68,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Dexamethasone ,tab 0.5 mg,1000,,,,,,120.91,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,"Dexamethasone sodium phosphate + 
Neomycin sulfate",eye drop (4 ml),12,,,,,,243.11,
กลุ่มนี้เป็นรายการยาที่ประกาศราคากลางยาไว้ตั้งแต่ปี 2553 และอยู่ระหว่างปรับปรุงราคากลางยาให้เป็นปัจจุบัน,Dexamethasone sodium phosphate + Chloramphenicol + Tetrahydrozoline hydrochloride,eye drop (5 ml),12,,,,,,642,
